timestamp; area; px1; py1; px2; py2; px3; py3; px4; py4;
204; 12614.00; 45.00; 18.00; 44.00; 126.00; 154.00; 134.00; 160.00; 18.00;
205; 12672.00; 46.00; 17.00; 44.00; 126.00; 154.00; 134.00; 160.00; 17.00;
206; 12672.00; 45.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
207; 12672.00; 45.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
208; 12672.00; 45.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
209; 12672.00; 45.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
210; 12564.00; 46.00; 17.00; 44.00; 124.00; 154.00; 134.00; 160.00; 17.00;
211; 12618.00; 46.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
212; 12618.00; 46.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
213; 12564.00; 46.00; 17.00; 44.00; 124.00; 154.00; 134.00; 160.00; 17.00;
214; 12559.50; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 160.00; 18.00;
215; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
216; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
217; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
218; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
219; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
220; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
221; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
222; 12556.00; 45.00; 18.00; 44.00; 125.00; 154.00; 134.00; 159.00; 17.00;
223; 12610.50; 45.00; 18.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
224; 12668.00; 45.00; 17.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
225; 12672.00; 45.00; 17.00; 44.00; 126.00; 154.00; 134.00; 160.00; 18.00;
226; 12618.00; 46.00; 17.00; 44.00; 126.00; 154.00; 134.00; 160.00; 18.00;
227; 12613.50; 46.00; 17.00; 44.00; 126.00; 154.00; 134.00; 159.00; 17.00;
228; 12564.00; 46.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 18.00;
229; 12617.50; 45.00; 17.00; 44.00; 124.00; 154.00; 134.00; 160.00; 17.00;
230; 12617.50; 45.00; 17.00; 44.00; 124.00; 154.00; 134.00; 160.00; 17.00;
231; 12564.00; 46.00; 17.00; 44.00; 124.00; 154.00; 134.00; 160.00; 17.00;
232; 12617.50; 45.00; 17.00; 44.00; 124.00; 154.00; 134.00; 160.00; 17.00;
233; 12617.50; 45.00; 17.00; 44.00; 124.00; 154.00; 134.00; 160.00; 17.00;
234; 12672.00; 45.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
235; 12672.00; 45.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
236; 12672.00; 45.00; 17.00; 44.00; 125.00; 154.00; 134.00; 160.00; 17.00;
237; 12726.50; 45.00; 17.00; 44.00; 126.00; 154.00; 134.00; 160.00; 17.00;
238; 12726.50; 45.00; 17.00; 44.00; 126.00; 154.00; 134.00; 160.00; 17.00;
239; 12726.50; 45.00; 17.00; 44.00; 126.00; 154.00; 134.00; 160.00; 17.00;
240; 12730.00; 45.00; 17.00; 44.00; 126.00; 153.00; 135.00; 160.00; 17.00;
241; 12730.00; 45.00; 17.00; 44.00; 126.00; 153.00; 135.00; 160.00; 17.00;
242; 12784.50; 45.00; 17.00; 44.00; 126.00; 154.00; 135.00; 160.00; 17.00;
243; 12784.50; 45.00; 17.00; 44.00; 126.00; 154.00; 135.00; 160.00; 17.00;
244; 12730.00; 45.00; 17.00; 44.00; 126.00; 153.00; 135.00; 160.00; 17.00;
245; 12730.00; 45.00; 17.00; 44.00; 126.00; 153.00; 135.00; 160.00; 17.00;
246; 12784.50; 45.00; 17.00; 44.00; 126.00; 154.00; 135.00; 160.00; 17.00;
247; 12730.00; 45.00; 17.00; 44.00; 126.00; 153.00; 135.00; 160.00; 17.00;
248; 12784.50; 45.00; 17.00; 44.00; 126.00; 154.00; 135.00; 160.00; 17.00;
249; 12839.00; 45.00; 17.00; 44.00; 127.00; 154.00; 135.00; 160.00; 17.00;
250; 12784.50; 45.00; 17.00; 44.00; 126.00; 154.00; 135.00; 160.00; 17.00;
